Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10003408,7/28/25,3395,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003407,7/28/25,3394,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003179,7/28/25,3393,Tuition Fees,May + June,7000,1400,5600,School Concession 100% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003179,7/28/25,3393,Tuition Fees,July + August,7000,1400,5600,School Concession 100% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002978,7/27/25,3391,Tuition Fees,July + August,5600,,5600,,ONLINE,
10000818,7/27/25,3390,Tuition Fees,May + June,8600,4300,4300,school concession 50%,ONLINE,
10002585,7/26/25,3389,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002987,7/26/25,3388,Tuition Fees,July + August,7000,1400,5600,Sibling Concession 20% (Custom Fixed),ONLINE,
10003226,7/26/25,3387,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001271,7/26/25,3386,Tuition Fees,July + August,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003265,7/26/25,3385,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001016,7/26/25,3383,Tuition Fees,July + August,9000,3000,4000,X class Board Exam Scholarship 1000 pm,Cash,cmd3fp3ok00027ifwvb3nbrat
10001016,7/26/25,3383,Tuition Fees,July + August,9000,2000,4000,X class Board Exam Scholarship 1000 pm,Cash,cmd3fp3ok00027ifwvb3nbrat
10002300,7/26/25,3382,CAPS Workshop,April,2000,,2000,,ONLINE,
10002300,7/26/25,3382,Tuition Fees,May + June,7600,3000,4600,Staff Concession 1500,ONLINE,
10002302,7/26/25,3381,Tuition Fees,May + June,8000,3000,5000,Staff Concession 1500,ONLINE,
10002956,7/26/25,3380,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003234,7/26/25,3379,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001682,7/26/25,3378,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002714,7/26/25,3377,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001211,7/26/25,3376,Tuition Fees,May + June,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001514,7/26/25,3375,Tuition Fees,July + August,8000,1000,7000,Orientation 1000,Cash,cmd3fq0hm00037ifw68pdxd2t
10001982,7/26/25,3374,Tuition Fees,July + August,7600,1000,6600,Orientation 1000,Cash,cmd3fq0hm00037ifw68pdxd2t
10000951,7/26/25,3373,Tuition Fees,September + October,9000,500,8500,X class Board Exam Scholarship 500 pm,ONLINE,
10001633,7/26/25,3372,Tuition Fees,May + June,7600,,7600,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001633,7/26/25,3372,Tuition Fees,July + August,7600,,7600,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001267,7/26/25,3371,Tuition Fees,May + June,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002329,7/26/25,3370,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002329,7/26/25,3370,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10001482,7/26/25,3369,Tuition Fees,May + June,7600,,7600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001482,7/26/25,3369,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001186,7/26/25,3368,Tuition Fees,May + June,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001186,7/26/25,3368,Tuition Fees,July + August,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002328,7/26/25,3367,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002328,7/26/25,3367,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10001703,7/26/25,3366,Tuition Fees,July + August,7600,1520,6080,Sibling Concession 20%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002229,7/26/25,3365,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10001885,7/26/25,3364,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000860,7/26/25,3363,Tuition Fees,July + August,9000,,9000,,ONLINE,
10002477,7/26/25,3362,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002704,7/26/25,3361,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002682,7/26/25,3360,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002795,7/26/25,3359,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002690,7/26/25,3358,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001234,7/26/25,3357,Tuition Fees,July + August,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001209,7/26/25,3356,Tuition Fees,May + June,9000,,9000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001209,7/26/25,3356,Tuition Fees,July + August,9000,,9000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002303,7/26/25,3355,Tuition Fees,May + June,7600,1140,6460,Sibling Concession 15% (Custom Fixed),Cash,cmd3fq0hm00037ifw68pdxd2t
10002303,7/26/25,3355,Tuition Fees,July + August,7600,1140,6460,Sibling Concession 15% (Custom Fixed),Cash,cmd3fq0hm00037ifw68pdxd2t
10002644,7/26/25,3354,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003328,7/26/25,3352,Tuition Fees,July + August,5600,,5600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003377,7/26/25,3351,Tuition Fees,July + August,3800,,3800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002400,7/26/25,3350,Tuition Fees,September + October,7000,1400,5600,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001824,7/26/25,3349,Tuition Fees,September + October,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002372,7/26/25,3348,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003188,7/26/25,3347,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002687,7/26/25,3346,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002687,7/26/25,3346,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003313,7/26/25,3345,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),Cash,cmd3fq0hm00037ifw68pdxd2t
10001704,7/26/25,3344,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001367,7/26/25,3343,Tuition Fees,May + June,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001367,7/26/25,3343,Tuition Fees,July + August,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003399,7/26/25,3342,Tuition Fees,July + August,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002670,7/26/25,3341,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002670,7/26/25,3341,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002670,7/26/25,3341,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002670,7/26/25,3341,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002670,7/26/25,3341,Tuition Fees,May + June,1740,,1740,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003429,7/26/25,3340,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002181,7/26/25,3339,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001537,7/26/25,3338,Tuition Fees,May + June,8000,1600,6400,Sibling Concession 20% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001537,7/26/25,3338,Tuition Fees,July + August,8000,1600,5150,Sibling Concession 20% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001394,7/26/25,3337,Tuition Fees,May + June,8600,,8600,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001628,7/26/25,3336,Tuition Fees,July + August,7600,1520,6080,Sibling Concession 20%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001259,7/26/25,3335,Tuition Fees,July + August,8600,,8600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001437,7/26/25,3334,Tuition Fees,May + June,8600,,8600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002105,7/26/25,3333,Tuition Fees,May + June,7600,1140,6460,Sibling Concession 15% (Custom Fixed),Cash,cmd3fq0hm00037ifw68pdxd2t
10002861,7/26/25,3332,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002861,7/26/25,3332,Tuition Fees,September + October,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002861,7/26/25,3332,Term Charges,November,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002861,7/26/25,3332,Tuition Fees,November,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001096,7/26/25,3331,Tuition Fees,May + June,8600,1500,7100,X class Board Exam Scholarship 500 pm,Cash,cmd3fq0hm00037ifw68pdxd2t
10001096,7/26/25,3331,Tuition Fees,July + August,8600,1000,7600,X class Board Exam Scholarship 500 pm,Cash,cmd3fq0hm00037ifw68pdxd2t
10000898,7/26/25,3330,Tuition Fees,May + June,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002522,7/26/25,3329,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002987,7/26/25,3328,Tuition Fees,May + June,7000,1400,5600,Sibling Concession 20% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10001917,7/26/25,3327,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003032,7/26/25,3326,Tuition Fees,July + August,5600,,5600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002143,7/26/25,3325,Tuition Fees,July + August,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002703,7/26/25,3324,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002593,7/26/25,3323,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002027,7/26/25,3322,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002027,7/26/25,3322,Tuition Fees,September + October,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003376,7/26/25,3321,Admission Fee,April,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003376,7/26/25,3321,Tuition Fees,May + June,7600,1140,5890,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003376,7/26/25,3321,Tuition Fees,July + August,7600,1140,6460,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003392,7/26/25,3320,Tuition Fees,May + June,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003392,7/26/25,3320,Tuition Fees,July + August,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003174,7/26/25,3319,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001770,7/26/25,3318,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001593,7/26/25,3317,Tuition Fees,July + August,9000,,9000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002646,7/26/25,3316,Tuition Fees,July + August,2600,,2600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002646,7/26/25,3315,Tuition Fees,July + August,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003153,7/26/25,3314,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003154,7/26/25,3313,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003393,7/26/25,3312,Tuition Fees,July + August,5600,840,4760,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003397,7/26/25,3311,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002230,7/26/25,3310,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003052,7/26/25,3309,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001511,7/26/25,3308,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002819,7/26/25,3307,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001634,7/26/25,3306,Tuition Fees,May + June,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001634,7/26/25,3306,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002683,7/26/25,3305,Tuition Fees,July + August,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002705,7/26/25,3304,Tuition Fees,July + August,7600,1050,6550,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003369,7/26/25,3303,Tuition Fees,April,2500,,375,,ONLINE,
10003369,7/26/25,3303,Tuition Fees,May + June,5000,,5000,,ONLINE,
10001142,7/26/25,3302,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002585,7/26/25,3301,Tuition Fees,May + June,7000,,7000,,ONLINE,
10001328,7/26/25,3300,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001983,7/26/25,3299,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001983,7/26/25,3299,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002498,7/26/25,3298,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001813,7/26/25,3297,Tuition Fees,July + August,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001800,7/26/25,3296,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001800,7/26/25,3296,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001455,7/26/25,3295,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003207,7/26/25,3294,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003207,7/26/25,3294,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001129,7/26/25,3293,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001129,7/26/25,3293,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002226,7/26/25,3292,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002226,7/26/25,3292,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10000972,7/26/25,3291,Tuition Fees,July + August,8600,,8600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003440,7/26/25,3290,Tuition Fees,July + August,5000,,5000,,ONLINE,
10001674,7/25/25,3289,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001674,7/25/25,3289,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001298,7/26/25,3288,Tuition Fees,July + August,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002465,7/26/25,3287,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001441,7/26/25,3286,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001686,7/26/25,3285,Tuition Fees,May + June,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001686,7/26/25,3285,Tuition Fees,July + August,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001922,7/26/25,3284,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003406,7/26/25,3283,Tuition Fees,May + June,8600,,8600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001343,7/26/25,3282,Tuition Fees,November,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001343,7/26/25,3282,Term Charges,November,3300,,3300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002037,7/26/25,3281,Tuition Fees,November,3800,525,3275,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002037,7/26/25,3281,Term Charges,November,4600,,4600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001661,7/26/25,3280,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001661,7/26/25,3280,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003057,7/26/25,3279,Tuition Fees,May + June,7000,840,6160,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003057,7/26/25,3279,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001953,7/26/25,3278,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003046,7/26/25,3277,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003046,7/26/25,3277,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003045,7/26/25,3276,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003045,7/26/25,3276,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002602,7/26/25,3275,Tuition Fees,September + October,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002228,7/25/25,3274,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002757,7/25/25,3273,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),ONLINE,
10001059,7/25/25,3272,Tuition Fees,May + June,8600,,8600,,ONLINE,
10003452,7/25/25,3271,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002396,7/25/25,3270,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001239,7/25/25,3269,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002953,7/25/25,3268,Tuition Fees,July + August,5600,,5600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002351,7/25/25,3267,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002351,7/25/25,3267,Tuition Fees,July + August,3000,,3000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003235,7/25/25,3266,Tuition Fees,July + August,5000,,4400,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003235,7/25/25,3266,Tuition Fees,July + August,5000,600,4400,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002068,7/25/25,3265,Tuition Fees,July + August,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003132,7/25/25,3264,Tuition Fees,July + August,5000,,5000,,ONLINE,
10002283,7/25/25,3263,Tuition Fees,May + June,7600,1140,6460,Sibling Concession 15% (Custom Fixed),ONLINE,
10001652,7/25/25,3262,Tuition Fees,July + August,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003043,7/25/25,3261,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003126,7/25/25,3260,Tuition Fees,July + August,5600,,5600,,ONLINE,
10002006,7/25/25,3259,Tuition Fees,May + June,7600,1520,6080,Sibling Concession 20%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002006,7/25/25,3259,Tuition Fees,July + August,7600,1520,6080,Sibling Concession 20%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001479,7/25/25,3258,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001479,7/25/25,3258,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001490,7/25/25,3257,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001490,7/25/25,3257,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001968,7/25/25,3256,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003384,7/25/25,3255,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002348,7/25/25,3254,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001579,7/25/25,3253,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003317,7/25/25,3252,Tuition Fees,July + August,5000,,5000,,ONLINE,
10002927,7/25/25,3251,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002927,7/25/25,3251,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003462,7/25/25,3250,Tuition Fees,July + August,7600,,7600,,ONLINE,
10001893,7/23/25,3249,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003197,7/25/25,3248,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001845,7/24/25,3247,Tuition Fees,July + August,7600,,7600,,ONLINE,
10001844,7/24/25,3246,Tuition Fees,July + August,8000,,8000,,ONLINE,
10001831,7/24/25,3245,Tuition Fees,September + October,7600,,7600,,ONLINE,
10002983,7/24/25,3244,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002983,7/24/25,3244,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003409,7/24/25,3243,Tuition Fees,May + June,5000,750,4250,Sibling Concession 15% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003409,7/24/25,3243,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002899,7/24/25,3242,Tuition Fees,May + June,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002899,7/24/25,3242,Tuition Fees,July + August,7000,,7000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002473,7/24/25,3241,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003287,7/24/25,3240,Tuition Fees,July + August,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001381,7/24/25,3239,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001268,7/24/25,3238,Tuition Fees,July + August,8600,,8600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002310,7/24/25,3237,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001152,7/24/25,3236,Tuition Fees,July + August,8600,,8600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001152,7/24/25,3235,Tuition Fees,May + June,8600,,8600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002310,7/24/25,3234,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001381,7/24/25,3233,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001268,7/24/25,3232,Tuition Fees,May + June,8600,6000,2600,X class Board Exam Scholarship 1000 pm (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002844,7/24/25,3231,Tuition Fees,July + August,7000,3000,4000,Staff Concession 1500,ONLINE,
